pickup_month,trips,total_revenue,avg_trip_distance,avg_duration_min,avg_tip_percentage
2016-01,10906858.0,1.705985e+08,4.648196941777366,15.320111549329692,14.023894208946825
2016-02,11382049.0,1.7758997e+08,5.0607629610450635,15.159766366481422,14.31506162637095
